turkid,avg_learning_time,total_learning_time,name_manipulated,is_manipulated,name,sd_manipulated,value_id,value
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,18,29
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,19,29
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,20,31
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,21,31
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,22,33
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,23,33
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,24,35
AHZK3Z1KHJ0BO,0.9311960784313724,48.42219607843137,Pillow,False,Blanket,High,25,37
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,0,13
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,1,15
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,2,15
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,3,17
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,4,17
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,5,19
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,6,19
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,7,21
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,8,21
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,9,21
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,10,23
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,11,23
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,12,23
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,13,23
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,14,25
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,15,25
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,16,25
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,17,27
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,18,27
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,19,27
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,20,29
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,21,29
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,22,29
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,23,31
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,24,31
A2612IHPINGG0X,1.3171176470588235,68.49011764705882,Blanket,True,Blanket,High,25,33
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,0,11
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,1,13
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,2,15
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,3,17
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,4,17
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,5,19
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,6,19
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,7,19
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,8,21
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,9,21
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,10,21
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,11,23
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,12,23
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,13,23
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,14,25
