pid,turkid,name_manipulated,is_manipulated,wine,shape_manipulated,value_id,value
183,A3SOKCBDO3M2U9,White,False,Red,Same,16,24
183,A3SOKCBDO3M2U9,White,False,Red,Same,17,24
183,A3SOKCBDO3M2U9,White,False,Red,Same,18,24
183,A3SOKCBDO3M2U9,White,False,Red,Same,19,26
183,A3SOKCBDO3M2U9,White,False,Red,Same,20,26
183,A3SOKCBDO3M2U9,White,False,Red,Same,21,26
183,A3SOKCBDO3M2U9,White,False,Red,Same,22,26
183,A3SOKCBDO3M2U9,White,False,Red,Same,23,26
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,0,22
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,1,24
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,2,24
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,3,26
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,4,26
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,5,26
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,6,26
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,7,26
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,8,26
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,9,26
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,10,28
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,11,28
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,12,28
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,13,28
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,14,28
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,15,30
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,16,30
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,17,30
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,18,30
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,19,30
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,20,30
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,21,34
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,22,34
52,A1EIVUU0RIGPFT,Red,True,Red,Uniform,23,34
44,AB1O66FQ805EG,Red,True,Red,Uniform,0,18
44,AB1O66FQ805EG,Red,True,Red,Uniform,1,20
44,AB1O66FQ805EG,Red,True,Red,Uniform,2,20
44,AB1O66FQ805EG,Red,True,Red,Uniform,3,22
44,AB1O66FQ805EG,Red,True,Red,Uniform,4,22
44,AB1O66FQ805EG,Red,True,Red,Uniform,5,24
44,AB1O66FQ805EG,Red,True,Red,Uniform,6,26
44,AB1O66FQ805EG,Red,True,Red,Uniform,7,26
44,AB1O66FQ805EG,Red,True,Red,Uniform,8,26
44,AB1O66FQ805EG,Red,True,Red,Uniform,9,26
44,AB1O66FQ805EG,Red,True,Red,Uniform,10,26
44,AB1O66FQ805EG,Red,True,Red,Uniform,11,28
44,AB1O66FQ805EG,Red,True,Red,Uniform,12,28
44,AB1O66FQ805EG,Red,True,Red,Uniform,13,30
44,AB1O66FQ805EG,Red,True,Red,Uniform,14,30
44,AB1O66FQ805EG,Red,True,Red,Uniform,15,32
44,AB1O66FQ805EG,Red,True,Red,Uniform,16,32
44,AB1O66FQ805EG,Red,True,Red,Uniform,17,32
44,AB1O66FQ805EG,Red,True,Red,Uniform,18,32
44,AB1O66FQ805EG,Red,True,Red,Uniform,19,32
44,AB1O66FQ805EG,Red,True,Red,Uniform,20,34
44,AB1O66FQ805EG,Red,True,Red,Uniform,21,34
44,AB1O66FQ805EG,Red,True,Red,Uniform,22,36
44,AB1O66FQ805EG,Red,True,Red,Uniform,23,36
5,A2GV9WSNSPX53,Red,True,Red,Same,0,18
5,A2GV9WSNSPX53,Red,True,Red,Same,1,20
5,A2GV9WSNSPX53,Red,True,Red,Same,2,20
5,A2GV9WSNSPX53,Red,True,Red,Same,3,22
5,A2GV9WSNSPX53,Red,True,Red,Same,4,22
5,A2GV9WSNSPX53,Red,True,Red,Same,5,24
5,A2GV9WSNSPX53,Red,True,Red,Same,6,24
5,A2GV9WSNSPX53,Red,True,Red,Same,7,24
5,A2GV9WSNSPX53,Red,True,Red,Same,8,26
5,A2GV9WSNSPX53,Red,True,Red,Same,9,26
5,A2GV9WSNSPX53,Red,True,Red,Same,10,26
5,A2GV9WSNSPX53,Red,True,Red,Same,11,26
5,A2GV9WSNSPX53,Red,True,Red,Same,12,26
5,A2GV9WSNSPX53,Red,True,Red,Same,13,26
5,A2GV9WSNSPX53,Red,True,Red,Same,14,28
5,A2GV9WSNSPX53,Red,True,Red,Same,15,28
5,A2GV9WSNSPX53,Red,True,Red,Same,16,28
5,A2GV9WSNSPX53,Red,True,Red,Same,17,28
5,A2GV9WSNSPX53,Red,True,Red,Same,18,28
5,A2GV9WSNSPX53,Red,True,Red,Same,19,28
5,A2GV9WSNSPX53,Red,True,Red,Same,20,30
5,A2GV9WSNSPX53,Red,True,Red,Same,21,30
5,A2GV9WSNSPX53,Red,True,Red,Same,22,32
5,A2GV9WSNSPX53,Red,True,Red,Same,23,32
104,A249Y8464RRI4J,Red,False,White,Uniform,0,22
104,A249Y8464RRI4J,Red,False,White,Uniform,1,22
104,A249Y8464RRI4J,Red,False,White,Uniform,2,22
104,A249Y8464RRI4J,Red,False,White,Uniform,3,22
104,A249Y8464RRI4J,Red,False,White,Uniform,4,22
104,A249Y8464RRI4J,Red,False,White,Uniform,5,22
104,A249Y8464RRI4J,Red,False,White,Uniform,6,22
104,A249Y8464RRI4J,Red,False,White,Uniform,7,22
104,A249Y8464RRI4J,Red,False,White,Uniform,8,22
104,A249Y8464RRI4J,Red,False,White,Uniform,9,22
104,A249Y8464RRI4J,Red,False,White,Uniform,10,24
104,A249Y8464RRI4J,Red,False,White,Uniform,11,24
104,A249Y8464RRI4J,Red,False,White,Uniform,12,24
104,A249Y8464RRI4J,Red,False,White,Uniform,13,24
104,A249Y8464RRI4J,Red,False,White,Uniform,14,24
104,A249Y8464RRI4J,Red,False,White,Uniform,15,24
104,A249Y8464RRI4J,Red,False,White,Uniform,16,24
104,A249Y8464RRI4J,Red,False,White,Uniform,17,24
104,A249Y8464RRI4J,Red,False,White,Uniform,18,24
104,A249Y8464RRI4J,Red,False,White,Uniform,19,24
104,A249Y8464RRI4J,Red,False,White,Uniform,20,26
104,A249Y8464RRI4J,Red,False,White,Uniform,21,26
104,A249Y8464RRI4J,Red,False,White,Uniform,22,28
104,A249Y8464RRI4J,Red,False,White,Uniform,23,30
27,A2DNCU1H95HCBS,White,True,White,Same,0,18
27,A2DNCU1H95HCBS,White,True,White,Same,1,18
27,A2DNCU1H95HCBS,White,True,White,Same,2,18
27,A2DNCU1H95HCBS,White,True,White,Same,3,18
27,A2DNCU1H95HCBS,White,True,White,Same,4,18
27,A2DNCU1H95HCBS,White,True,White,Same,5,18
27,A2DNCU1H95HCBS,White,True,White,Same,6,24
27,A2DNCU1H95HCBS,White,True,White,Same,7,24
27,A2DNCU1H95HCBS,White,True,White,Same,8,24
27,A2DNCU1H95HCBS,White,True,White,Same,9,24
27,A2DNCU1H95HCBS,White,True,White,Same,10,24
27,A2DNCU1H95HCBS,White,True,White,Same,11,28
27,A2DNCU1H95HCBS,White,True,White,Same,12,28
27,A2DNCU1H95HCBS,White,True,White,Same,13,28
27,A2DNCU1H95HCBS,White,True,White,Same,14,28
27,A2DNCU1H95HCBS,White,True,White,Same,15,28
27,A2DNCU1H95HCBS,White,True,White,Same,16,28
27,A2DNCU1H95HCBS,White,True,White,Same,17,34
27,A2DNCU1H95HCBS,White,True,White,Same,18,34
27,A2DNCU1H95HCBS,White,True,White,Same,19,34
27,A2DNCU1H95HCBS,White,True,White,Same,20,34
27,A2DNCU1H95HCBS,White,True,White,Same,21,34
27,A2DNCU1H95HCBS,White,True,White,Same,22,34
27,A2DNCU1H95HCBS,White,True,White,Same,23,36
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,0,18
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,1,18
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,2,18
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,3,22
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,4,22
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,5,22
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,6,22
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,7,24
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,8,24
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,9,24
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,10,26
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,11,26
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,12,26
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,13,26
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,14,28
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,15,28
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,16,28
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,17,28
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,18,28
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,19,30
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,20,30
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,21,32
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,22,32
38,A3CJS37DSXQOAZ,White,False,Red,Uniform,23,32
95,A3IEGJT83U746S,White,False,Red,Same,0,18
95,A3IEGJT83U746S,White,False,Red,Same,1,18
95,A3IEGJT83U746S,White,False,Red,Same,2,20
95,A3IEGJT83U746S,White,False,Red,Same,3,20
95,A3IEGJT83U746S,White,False,Red,Same,4,20
95,A3IEGJT83U746S,White,False,Red,Same,5,20
95,A3IEGJT83U746S,White,False,Red,Same,6,22
95,A3IEGJT83U746S,White,False,Red,Same,7,22
95,A3IEGJT83U746S,White,False,Red,Same,8,22
95,A3IEGJT83U746S,White,False,Red,Same,9,22
95,A3IEGJT83U746S,White,False,Red,Same,10,24
95,A3IEGJT83U746S,White,False,Red,Same,11,24
95,A3IEGJT83U746S,White,False,Red,Same,12,24
95,A3IEGJT83U746S,White,False,Red,Same,13,24
95,A3IEGJT83U746S,White,False,Red,Same,14,24
95,A3IEGJT83U746S,White,False,Red,Same,15,24
95,A3IEGJT83U746S,White,False,Red,Same,16,26
95,A3IEGJT83U746S,White,False,Red,Same,17,26
95,A3IEGJT83U746S,White,False,Red,Same,18,26
95,A3IEGJT83U746S,White,False,Red,Same,19,26
95,A3IEGJT83U746S,White,False,Red,Same,20,28
95,A3IEGJT83U746S,White,False,Red,Same,21,28
95,A3IEGJT83U746S,White,False,Red,Same,22,28
95,A3IEGJT83U746S,White,False,Red,Same,23,30
130,A2LTOS0AZ3B28A,White,True,White,Uniform,0,18
130,A2LTOS0AZ3B28A,White,True,White,Uniform,1,18
130,A2LTOS0AZ3B28A,White,True,White,Uniform,2,18
130,A2LTOS0AZ3B28A,White,True,White,Uniform,3,18
130,A2LTOS0AZ3B28A,White,True,White,Uniform,4,18
130,A2LTOS0AZ3B28A,White,True,White,Uniform,5,18
130,A2LTOS0AZ3B28A,White,True,White,Uniform,6,18
130,A2LTOS0AZ3B28A,White,True,White,Uniform,7,18
130,A2LTOS0AZ3B28A,White,True,White,Uniform,8,18
130,A2LTOS0AZ3B28A,White,True,White,Uniform,9,18
130,A2LTOS0AZ3B28A,White,True,White,Uniform,10,18
130,A2LTOS0AZ3B28A,White,True,White,Uniform,11,20
130,A2LTOS0AZ3B28A,White,True,White,Uniform,12,20
130,A2LTOS0AZ3B28A,White,True,White,Uniform,13,20
130,A2LTOS0AZ3B28A,White,True,White,Uniform,14,20
130,A2LTOS0AZ3B28A,White,True,White,Uniform,15,24
130,A2LTOS0AZ3B28A,White,True,White,Uniform,16,24
130,A2LTOS0AZ3B28A,White,True,White,Uniform,17,24
130,A2LTOS0AZ3B28A,White,True,White,Uniform,18,24
130,A2LTOS0AZ3B28A,White,True,White,Uniform,19,24
130,A2LTOS0AZ3B28A,White,True,White,Uniform,20,24
130,A2LTOS0AZ3B28A,White,True,White,Uniform,21,26
130,A2LTOS0AZ3B28A,White,True,White,Uniform,22,28
130,A2LTOS0AZ3B28A,White,True,White,Uniform,23,28
193,A163XFZG5BI0XU,Red,False,White,Same,0,18
193,A163XFZG5BI0XU,Red,False,White,Same,1,20
193,A163XFZG5BI0XU,Red,False,White,Same,2,20
193,A163XFZG5BI0XU,Red,False,White,Same,3,20
193,A163XFZG5BI0XU,Red,False,White,Same,4,20
193,A163XFZG5BI0XU,Red,False,White,Same,5,22
193,A163XFZG5BI0XU,Red,False,White,Same,6,22
193,A163XFZG5BI0XU,Red,False,White,Same,7,22
193,A163XFZG5BI0XU,Red,False,White,Same,8,22
193,A163XFZG5BI0XU,Red,False,White,Same,9,24
193,A163XFZG5BI0XU,Red,False,White,Same,10,24
193,A163XFZG5BI0XU,Red,False,White,Same,11,24
193,A163XFZG5BI0XU,Red,False,White,Same,12,24
193,A163XFZG5BI0XU,Red,False,White,Same,13,26
193,A163XFZG5BI0XU,Red,False,White,Same,14,26
193,A163XFZG5BI0XU,Red,False,White,Same,15,26
193,A163XFZG5BI0XU,Red,False,White,Same,16,26
193,A163XFZG5BI0XU,Red,False,White,Same,17,28
193,A163XFZG5BI0XU,Red,False,White,Same,18,28
193,A163XFZG5BI0XU,Red,False,White,Same,19,28
193,A163XFZG5BI0XU,Red,False,White,Same,20,28
193,A163XFZG5BI0XU,Red,False,White,Same,21,30
193,A163XFZG5BI0XU,Red,False,White,Same,22,30
193,A163XFZG5BI0XU,Red,False,White,Same,23,32
41,A3N3GGRTTDFKLF,Red,False,White,Same,0,20
41,A3N3GGRTTDFKLF,Red,False,White,Same,1,22
41,A3N3GGRTTDFKLF,Red,False,White,Same,2,22
41,A3N3GGRTTDFKLF,Red,False,White,Same,3,22
41,A3N3GGRTTDFKLF,Red,False,White,Same,4,22
41,A3N3GGRTTDFKLF,Red,False,White,Same,5,22
41,A3N3GGRTTDFKLF,Red,False,White,Same,6,24
41,A3N3GGRTTDFKLF,Red,False,White,Same,7,24
41,A3N3GGRTTDFKLF,Red,False,White,Same,8,24
41,A3N3GGRTTDFKLF,Red,False,White,Same,9,24
41,A3N3GGRTTDFKLF,Red,False,White,Same,10,24
41,A3N3GGRTTDFKLF,Red,False,White,Same,11,24
41,A3N3GGRTTDFKLF,Red,False,White,Same,12,26
41,A3N3GGRTTDFKLF,Red,False,White,Same,13,26
41,A3N3GGRTTDFKLF,Red,False,White,Same,14,26
41,A3N3GGRTTDFKLF,Red,False,White,Same,15,26
41,A3N3GGRTTDFKLF,Red,False,White,Same,16,26
41,A3N3GGRTTDFKLF,Red,False,White,Same,17,26
41,A3N3GGRTTDFKLF,Red,False,White,Same,18,28
41,A3N3GGRTTDFKLF,Red,False,White,Same,19,28
41,A3N3GGRTTDFKLF,Red,False,White,Same,20,28
41,A3N3GGRTTDFKLF,Red,False,White,Same,21,28
41,A3N3GGRTTDFKLF,Red,False,White,Same,22,28
41,A3N3GGRTTDFKLF,Red,False,White,Same,23,30
19,A9JPMRRBFO4NL,White,True,White,Same,0,10
19,A9JPMRRBFO4NL,White,True,White,Same,1,12
19,A9JPMRRBFO4NL,White,True,White,Same,2,12
19,A9JPMRRBFO4NL,White,True,White,Same,3,14
19,A9JPMRRBFO4NL,White,True,White,Same,4,14
19,A9JPMRRBFO4NL,White,True,White,Same,5,20
19,A9JPMRRBFO4NL,White,True,White,Same,6,20
19,A9JPMRRBFO4NL,White,True,White,Same,7,20
19,A9JPMRRBFO4NL,White,True,White,Same,8,20
19,A9JPMRRBFO4NL,White,True,White,Same,9,22
19,A9JPMRRBFO4NL,White,True,White,Same,10,22
19,A9JPMRRBFO4NL,White,True,White,Same,11,22
19,A9JPMRRBFO4NL,White,True,White,Same,12,22
19,A9JPMRRBFO4NL,White,True,White,Same,13,22
19,A9JPMRRBFO4NL,White,True,White,Same,14,22
19,A9JPMRRBFO4NL,White,True,White,Same,15,22
19,A9JPMRRBFO4NL,White,True,White,Same,16,24
19,A9JPMRRBFO4NL,White,True,White,Same,17,24
19,A9JPMRRBFO4NL,White,True,White,Same,18,24
19,A9JPMRRBFO4NL,White,True,White,Same,19,24
19,A9JPMRRBFO4NL,White,True,White,Same,20,28
19,A9JPMRRBFO4NL,White,True,White,Same,21,28
19,A9JPMRRBFO4NL,White,True,White,Same,22,30
19,A9JPMRRBFO4NL,White,True,White,Same,23,32
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,0,20
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,1,20
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,2,20
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,3,22
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,4,22
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,5,22
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,6,22
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,7,24
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,8,24
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,9,24
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,10,24
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,11,24
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,12,24
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,13,26
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,14,26
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,15,26
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,16,26
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,17,28
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,18,28
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,19,30
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,20,30
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,21,30
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,22,32
60,A1X7LODLQ3ZHMR,Red,True,Red,Uniform,23,32
81,A2I0ANKY20XQRX,Red,False,White,Same,0,10
81,A2I0ANKY20XQRX,Red,False,White,Same,1,10
81,A2I0ANKY20XQRX,Red,False,White,Same,2,10
81,A2I0ANKY20XQRX,Red,False,White,Same,3,22
81,A2I0ANKY20XQRX,Red,False,White,Same,4,22
81,A2I0ANKY20XQRX,Red,False,White,Same,5,22
81,A2I0ANKY20XQRX,Red,False,White,Same,6,22
81,A2I0ANKY20XQRX,Red,False,White,Same,7,22
81,A2I0ANKY20XQRX,Red,False,White,Same,8,22
81,A2I0ANKY20XQRX,Red,False,White,Same,9,26
81,A2I0ANKY20XQRX,Red,False,White,Same,10,26
81,A2I0ANKY20XQRX,Red,False,White,Same,11,26
81,A2I0ANKY20XQRX,Red,False,White,Same,12,26
81,A2I0ANKY20XQRX,Red,False,White,Same,13,26
81,A2I0ANKY20XQRX,Red,False,White,Same,14,26
81,A2I0ANKY20XQRX,Red,False,White,Same,15,26
81,A2I0ANKY20XQRX,Red,False,White,Same,16,30
81,A2I0ANKY20XQRX,Red,False,White,Same,17,30
81,A2I0ANKY20XQRX,Red,False,White,Same,18,30
81,A2I0ANKY20XQRX,Red,False,White,Same,19,32
81,A2I0ANKY20XQRX,Red,False,White,Same,20,32
81,A2I0ANKY20XQRX,Red,False,White,Same,21,32
81,A2I0ANKY20XQRX,Red,False,White,Same,22,48
81,A2I0ANKY20XQRX,Red,False,White,Same,23,48
42,AMELYCC59JKB0,White,True,White,Uniform,0,14
42,AMELYCC59JKB0,White,True,White,Uniform,1,16
42,AMELYCC59JKB0,White,True,White,Uniform,2,16
42,AMELYCC59JKB0,White,True,White,Uniform,3,16
42,AMELYCC59JKB0,White,True,White,Uniform,4,16
42,AMELYCC59JKB0,White,True,White,Uniform,5,22
42,AMELYCC59JKB0,White,True,White,Uniform,6,22
42,AMELYCC59JKB0,White,True,White,Uniform,7,22
42,AMELYCC59JKB0,White,True,White,Uniform,8,22
42,AMELYCC59JKB0,White,True,White,Uniform,9,24
42,AMELYCC59JKB0,White,True,White,Uniform,10,24
42,AMELYCC59JKB0,White,True,White,Uniform,11,24
42,AMELYCC59JKB0,White,True,White,Uniform,12,24
42,AMELYCC59JKB0,White,True,White,Uniform,13,24
42,AMELYCC59JKB0,White,True,White,Uniform,14,26
42,AMELYCC59JKB0,White,True,White,Uniform,15,26
42,AMELYCC59JKB0,White,True,White,Uniform,16,26
42,AMELYCC59JKB0,White,True,White,Uniform,17,26
42,AMELYCC59JKB0,White,True,White,Uniform,18,26
42,AMELYCC59JKB0,White,True,White,Uniform,19,30
42,AMELYCC59JKB0,White,True,White,Uniform,20,30
42,AMELYCC59JKB0,White,True,White,Uniform,21,30
42,AMELYCC59JKB0,White,True,White,Uniform,22,32
42,AMELYCC59JKB0,White,True,White,Uniform,23,32
102,A245CIYS63PTF2,White,False,Red,Uniform,0,20
102,A245CIYS63PTF2,White,False,Red,Uniform,1,20
102,A245CIYS63PTF2,White,False,Red,Uniform,2,20
102,A245CIYS63PTF2,White,False,Red,Uniform,3,20
102,A245CIYS63PTF2,White,False,Red,Uniform,4,22
102,A245CIYS63PTF2,White,False,Red,Uniform,5,22
102,A245CIYS63PTF2,White,False,Red,Uniform,6,22
102,A245CIYS63PTF2,White,False,Red,Uniform,7,22
102,A245CIYS63PTF2,White,False,Red,Uniform,8,22
102,A245CIYS63PTF2,White,False,Red,Uniform,9,22
102,A245CIYS63PTF2,White,False,Red,Uniform,10,24
102,A245CIYS63PTF2,White,False,Red,Uniform,11,24
102,A245CIYS63PTF2,White,False,Red,Uniform,12,24
102,A245CIYS63PTF2,White,False,Red,Uniform,13,24
102,A245CIYS63PTF2,White,False,Red,Uniform,14,24
102,A245CIYS63PTF2,White,False,Red,Uniform,15,24
102,A245CIYS63PTF2,White,False,Red,Uniform,16,24
102,A245CIYS63PTF2,White,False,Red,Uniform,17,24
102,A245CIYS63PTF2,White,False,Red,Uniform,18,24
102,A245CIYS63PTF2,White,False,Red,Uniform,19,24
102,A245CIYS63PTF2,White,False,Red,Uniform,20,24
102,A245CIYS63PTF2,White,False,Red,Uniform,21,24
102,A245CIYS63PTF2,White,False,Red,Uniform,22,26
102,A245CIYS63PTF2,White,False,Red,Uniform,23,26
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,0,18
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,1,18
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,2,20
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,3,20
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,4,20
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,5,22
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,6,22
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,7,22
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,8,22
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,9,22
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,10,24
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,11,24
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,12,24
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,13,24
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,14,24
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,15,24
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,16,24
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,17,26
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,18,26
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,19,26
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,20,26
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,21,28
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,22,28
56,A1L6RXQRP7DTZ9,Red,False,White,Uniform,23,28
366,ACFPXI6LMHSZU,White,False,Red,Uniform,0,18
366,ACFPXI6LMHSZU,White,False,Red,Uniform,1,18
366,ACFPXI6LMHSZU,White,False,Red,Uniform,2,20
366,ACFPXI6LMHSZU,White,False,Red,Uniform,3,20
366,ACFPXI6LMHSZU,White,False,Red,Uniform,4,20
366,ACFPXI6LMHSZU,White,False,Red,Uniform,5,22
366,ACFPXI6LMHSZU,White,False,Red,Uniform,6,22
366,ACFPXI6LMHSZU,White,False,Red,Uniform,7,22
366,ACFPXI6LMHSZU,White,False,Red,Uniform,8,24
366,ACFPXI6LMHSZU,White,False,Red,Uniform,9,24
366,ACFPXI6LMHSZU,White,False,Red,Uniform,10,24
366,ACFPXI6LMHSZU,White,False,Red,Uniform,11,24
366,ACFPXI6LMHSZU,White,False,Red,Uniform,12,26
366,ACFPXI6LMHSZU,White,False,Red,Uniform,13,26
366,ACFPXI6LMHSZU,White,False,Red,Uniform,14,26
366,ACFPXI6LMHSZU,White,False,Red,Uniform,15,26
366,ACFPXI6LMHSZU,White,False,Red,Uniform,16,28
366,ACFPXI6LMHSZU,White,False,Red,Uniform,17,28
366,ACFPXI6LMHSZU,White,False,Red,Uniform,18,28
366,ACFPXI6LMHSZU,White,False,Red,Uniform,19,28
366,ACFPXI6LMHSZU,White,False,Red,Uniform,20,28
366,ACFPXI6LMHSZU,White,False,Red,Uniform,21,30
366,ACFPXI6LMHSZU,White,False,Red,Uniform,22,32
366,ACFPXI6LMHSZU,White,False,Red,Uniform,23,34
50,A7TI4X4LRGQA0,White,True,White,Uniform,0,22
50,A7TI4X4LRGQA0,White,True,White,Uniform,1,22
50,A7TI4X4LRGQA0,White,True,White,Uniform,2,22
50,A7TI4X4LRGQA0,White,True,White,Uniform,3,22
50,A7TI4X4LRGQA0,White,True,White,Uniform,4,22
50,A7TI4X4LRGQA0,White,True,White,Uniform,5,24
50,A7TI4X4LRGQA0,White,True,White,Uniform,6,24
50,A7TI4X4LRGQA0,White,True,White,Uniform,7,24
50,A7TI4X4LRGQA0,White,True,White,Uniform,8,24
50,A7TI4X4LRGQA0,White,True,White,Uniform,9,24
50,A7TI4X4LRGQA0,White,True,White,Uniform,10,24
50,A7TI4X4LRGQA0,White,True,White,Uniform,11,26
50,A7TI4X4LRGQA0,White,True,White,Uniform,12,26
50,A7TI4X4LRGQA0,White,True,White,Uniform,13,26
50,A7TI4X4LRGQA0,White,True,White,Uniform,14,26
50,A7TI4X4LRGQA0,White,True,White,Uniform,15,28
50,A7TI4X4LRGQA0,White,True,White,Uniform,16,28
50,A7TI4X4LRGQA0,White,True,White,Uniform,17,28
50,A7TI4X4LRGQA0,White,True,White,Uniform,18,28
50,A7TI4X4LRGQA0,White,True,White,Uniform,19,28
50,A7TI4X4LRGQA0,White,True,White,Uniform,20,28
50,A7TI4X4LRGQA0,White,True,White,Uniform,21,28
50,A7TI4X4LRGQA0,White,True,White,Uniform,22,30
50,A7TI4X4LRGQA0,White,True,White,Uniform,23,30
26,A38HSRG6HHS8FX,White,True,White,Uniform,0,14
26,A38HSRG6HHS8FX,White,True,White,Uniform,1,14
26,A38HSRG6HHS8FX,White,True,White,Uniform,2,16
26,A38HSRG6HHS8FX,White,True,White,Uniform,3,16
26,A38HSRG6HHS8FX,White,True,White,Uniform,4,18
26,A38HSRG6HHS8FX,White,True,White,Uniform,5,18
26,A38HSRG6HHS8FX,White,True,White,Uniform,6,22
26,A38HSRG6HHS8FX,White,True,White,Uniform,7,22
26,A38HSRG6HHS8FX,White,True,White,Uniform,8,22
26,A38HSRG6HHS8FX,White,True,White,Uniform,9,22
26,A38HSRG6HHS8FX,White,True,White,Uniform,10,22
